Package Name,Reviewer Name,Review,Rating
combabylontelushealth,google user,its not worth using,one
combabylontelushealth,google user,theres no available doctor booking system doesnt find available day you so you have scroll click each day find an appointment slot its waste time clicking each day i wish apps provides you earliest time appointment slots,one
combabylontelushealth,google user,no appointments entire following month ear pain what,one
combabylontelushealth,google user,few things could be easier if app was more chronological,three
combabylontelushealth,google user,epitome irony communication company makes so much harder get touch my family doctor i see how getting into health market beneficial telus but from perspective patient caca i want deal doctor my choice not ones telus pushes me towards,one
combabylontelushealth,google user,wonderful have up dont know what i would do out app help one hundred anyone thanks your help,five
combabylontelushealth,google user,dr zannier was amazing very patient thorough,five
combabylontelushealth,google user,would recommend anyone looking access medical systems no physician or family doctor available loading app using help line booking doctors appointment took total sixty-eight minutes,five
combabylontelushealth,google user,works well but i wish there were more appointments available,four
combabylontelushealth,google user,first time using app i found works well,five
combabylontelushealth,google user,"love app but heres an fyi if you need an appointment asap check between eight thousand, nine hundred thirty am during weekdays cuz thats i think when they update schedule or something checking night or weekends will usually show nothing all hopefully helps some people",five
combabylontelushealth,google user,easy use not long waits done home what more could you ask,five
combabylontelushealth,google user,only lets you add children family members i am caregiver my wife alzheimers app not senior friendly sense,one
combabylontelushealth,google user,telus health has been excellent my doctor passed away few years ago their line doctors are accommodating varied appointment times dates thank you service,five
combabylontelushealth,google user,doctor was very polite informative was pleasant visit will use again,five
combabylontelushealth,google user,fire all your counsellors,one
combabylontelushealth,google user,terrible never got my requisition emailed waste time,one
combabylontelushealth,google user,not happy its been over month no doctors available,two
combabylontelushealth,google user,dr was very professional asked all correct questions although i dont know how i will get my prescription,five
combabylontelushealth,google user,doctor jonathon phillips was supposed send requestion my blood work but failed do so now im sitting life labs cant get my bloodwork done cant contact doctor get requisition sent super annoying take day off work deal all not have result app sucks,one
combabylontelushealth,google user,i dont see point having service when there are no available appointments also put feature first available appointment so we dont have go through each day calendar individually especially after three months no available appointments waste time,one
combabylontelushealth,google user,nice ux but whats point when you cant get an appointment months time,one
combabylontelushealth,google user,excellent,five
combabylontelushealth,google user,never any appointments available,one
combabylontelushealth,google user,so frustrated app i can even book an appointment ive put all my credentials made sure there were no errors ive even deleted app downloaded again still wont send through my information schedule an appointment,one
combabylontelushealth,google user,app doesnt work i click sign up just spins spins spins,one
combabylontelushealth,google user,they like cancel appointments an hour before reschedule them five days after youve run out your medication you also have book nearly month advance very early morning otherwise there will be no appointments available also if professional you have an apointment late by fifteen minutes your fifteen minute apointment they just rush through horribly fast without even giving you an option reschedule have fun,two
combabylontelushealth,google user,no availability no test results given after testing,one
combabylontelushealth,google user,app disgrace i wait week an appt then its all sudden cancelled no explanation whatsoever,one
combabylontelushealth,google user,checked every day last two weeks see if there are any appointments there never are my girlfriend checked her phone there are appointments hers,one
combabylontelushealth,google user,has worked well so far which given problems health care system facing general having available doctors all we need right now enough five stars bar not high,five
combabylontelushealth,google user,somethings should not be shared one them,one
combabylontelushealth,google user,very convenient being able book appts after work hours weekends,five
combabylontelushealth,google user,doesnt let me continue from entering information continue booking availabilities,one
combabylontelushealth,google user,fast easy stressfree i am so happy my friend recommended app,five
combabylontelushealth,google user,costco pharmacy doesnt work submitting prescriptions,four
combabylontelushealth,google user,wont let me book,two
combabylontelushealth,google user,please add 2fa any app dealing personal health information should have 2fa least an option if not default dont become next 23andme,three
combabylontelushealth,google user,works but not well i get called asks me log again mid call get together,three
combabylontelushealth,google user,great very happy,five
combabylontelushealth,google user,very good dr listened me understood my medical condition needs,five
combabylontelushealth,google user,app very frustrating not working wont let me book an appointment also took forever accept verify my id not impressed plus wont send any e mails,one
combabylontelushealth,google user,spam spam spam 7am everyday,one
combabylontelushealth,google user,i had an appointment i gave test 12th auguest no answer no follow up yet has been month,one
combabylontelushealth,google user,would highly recommend ten ten,five
combabylontelushealth,google user,unfortunately i can not get virtual appointment no appointments are available any time i have been trying every day eight days now no appointments are available foreseeable future would be great tool if worked,one
combabylontelushealth,google user,making an appointment seeing doctor virtually was very easy you are notified frequently so not forget then be prepared call my doctors appointment was positive i would recommend if you need an appointment cant make clinic,five
combabylontelushealth,google user,great service great dr super easy,five
combabylontelushealth,google user,telus health good but not good family doctor,four
combabylontelushealth,google user,i received call from random number marked being from ontario im bc i could not hear voice other end call terminated itself i was then marked no show im out one hundred twenty without any medical assistance so much worse off than i was really thanks,one
combabylontelushealth,google user,there are never any appointments available how can anyone plan health care follow up,one
combabylontelushealth,google user,does not work properly,one
combabylontelushealth,google user,amazing when first came out now sucks cant even get an appointment zero dates available two years advance,one
combabylontelushealth,google user,dont bother theres no appointments available,one
combabylontelushealth,google user,i had an appointment yesterday waited waited prescription which only came through today i chose my pharmacy they called inform me medication was prescribed not commercially available buy how does happen how are they able create prescription medication patients cant get from pharmacy your call center closed so now i have wait until tomorrow try get fixed when i needed medication yesterday,one
combabylontelushealth,google user,i cannot get app enter name my pharmacy prescription refills very frustrating,two
combabylontelushealth,google user,great service albertans efficient effective,five
combabylontelushealth,google user,app fine its just dystopian,two
combabylontelushealth,google user,not very user friendly people who are not very good technology i was waiting call healthcare professional while i was call waiting i got notification saying i had missed their attempts contact me i have missed out my appointment,one
combabylontelushealth,google user,i cant get an appointment all booked two weeks says keep checking daily why isnt there waitlist edit i was finally able book an appointment after checking back five times its frustrating i cant edit details reason my appointment area nor upload pictures after an appointment booked edit two cant send photos during call no instructions or info given when choosing pharmacy prescription what happens next app amateur hour,two
combabylontelushealth,google user,my son booked an appt get an xray requisition took ten days i had previously gotten requisitions couple hours so ten days quite ridiculous very disappointing,one
combabylontelushealth,google user,no appointments are available ever have not found single one waste my time now i have provided id history no reason note only good reviews are from years ago,one
combabylontelushealth,google user,its an option time depleted quality health care,five
combabylontelushealth,google user,there are no available appointments no matter when i check zero stars,one
combabylontelushealth,google user,thank you telus no family doctor an excellent alternative,four
combabylontelushealth,google user,ive had great experiences all telus doctors only criticism i have some them leave i have start afresh new doc,five
combabylontelushealth,google user,app seems fine but ive been unsuccessful actually getting book an appointment nothing available im only shown next seven days,one
combabylontelushealth,google user,perfect physician call dr calvin tang,five
combabylontelushealth,google user,app disgusting i cant believe our tax dollars support i scrolled until december get an appointment theres absolutely nothing available i only realized after i gave them all my personal information no option delete if you click help all you get bunch articles cell phones vet appointments complete disgrace everyone ontario not real healthcare just another taxpayer funded scam,one
combabylontelushealth,google user,used be good now you get referral be examined person just receive an email basically saying fu they arent taking appointments send list clinics are impossible get into useless if you need anything more than prescription refills,one
combabylontelushealth,google user,great,five
combabylontelushealth,google user,its great app especially those dont have family doctor like myself but i dont like how sometimes takes days trying book an appointment itll say no appointments available,four
combabylontelushealth,google user,telus health life saver considering i dont have family doctor i have never had problem any doctors i have had interactions so far,five
combabylontelushealth,google user,i would give five stars but theirs never any appointments available anymore something wrong app,one
combabylontelushealth,google user,signed into appointment ten minutes early doctor didnt show said doctor was running late then said appointment was cancelled then i get an email notification saying they tried calling me several times must have missed me i have no missed calls was video chat entire thirty minutes their solution was book another appointment but i worry same thing will just happen again,one
combabylontelushealth,google user,i have not been able get an appointment about year i dont know if app faulty or if there are actually no doctors available,one
combabylontelushealth,google user,no appointment available,one
combabylontelushealth,google user,nice you can talk real doctors but telus health system itself awful make easier contact doctor directly rating might change,two
combabylontelushealth,google user,stealing your data just from signing up if you dont give them consent give away your data third parties you cant use app leave healthcare private greedy mfs what fantastic idea great job bc government heavy sarcasm intended,one
combabylontelushealth,google user,i messaged help over three weeks ago still havent received response my selfie camera broken there another way do useless verification,one
combabylontelushealth,google user,very friendly,five
combabylontelushealth,google user,no appointments ever,two
combabylontelushealth,google user,bad connection issue,two
combabylontelushealth,google user,terrible doctors they give you what you are looking i needed refferal now im ordered go get blood work how bout just give me what i asked she said beginning she would give me one but instead blood work up yours lady,one
combabylontelushealth,google user,worked so smoothly,five
combabylontelushealth,google user,phone appointment was fine but my consultation notes were sent by mistake wrong hospital fact hospital different city from where i live caused lot confusion delays when i arrived hospital doctor told me go during my appointment seriously delayed very grave diagnosis i was admitted right away staff has do better,two
combabylontelushealth,google user,very nice have doctor takes time gives helpful advice,five
combabylontelushealth,google user,very pleased doctors quick response thank you,five
combabylontelushealth,google user,other than my first ever appointment canceled was great appointment two went lot effort organizing appointment one given zero advance warning cancelation,five
combabylontelushealth,google user,app shows no where book appointment,one
combabylontelushealth,google user,i would like update my review app terrible cant get appt absolutely absurd,one
combabylontelushealth,google user,dont want,one
combabylontelushealth,google user,no available doctors or nurses,one
combabylontelushealth,google user,no access an actual doctor,two
combabylontelushealth,google user,horrible experience long wait times doctor just tells you go see doctor your requisitions get sent wrong place you call them they cant help they essentially pass buck five different places then tell you call telus health helpline you call telus help they like think you know nothing about how medical system works when actually representative has no idea im calling you because i was told not because i think thats how works,one
combabylontelushealth,google user,great option have many us without family doctors i wish getting an appointment was easier though,three
combabylontelushealth,google user,i have issues adding new pharmacy,three
combabylontelushealth,google user,garbage,one
combabylontelushealth,google user,awesome,five
combabylontelushealth,google user,horrid,one
combabylontelushealth,google user,easy appointments thorough doctors,five
combabylontelushealth,google user,useless theres never any available appointments whats point,one
combabylontelushealth,google user,amazing doctor extremely helpful felt he was really listening took time he needed ordered lab work made referral ordered prescription we were tears so thankful care received cannot find family doctor person,five
combabylontelushealth,google user,when i added my healthcare zero appointments were available without my healthcare tons purchaseonly seventy appointments were suddenly available,one
combabylontelushealth,google user,change review would be nice if you had appointments available nothing available next three weeks guess telus going down everywhere old feelings they suck now so thankful app doctors are wonderful,one
combabylontelushealth,google user,no available appointments,one
combabylontelushealth,google user,no appointments since many months probably now tgey have our data they only care about new user registration get their data give appointments only them,one
combabylontelushealth,google user,i got my rx very quickly remember enter your pharmacys full name be able select location,five
combabylontelushealth,google user,great team doctors who are personable genuinely care about their patients,five
combabylontelushealth,google user,dont get hype no available doctors appointments next three months,one
combabylontelushealth,google user,pointless,one
combabylontelushealth,google user,i give app what zero stars if i could they called me half an hour before my appointment say due technical problems doctor will not be available appointments today because im going run out medication i cannot stop taking under any circumstances,one
combabylontelushealth,google user,very easy use i am great full,five
combabylontelushealth,google user,doctor thirty minutes late then i get notification after saying we tried call you few times when i had been call whole time not good experience,two
combabylontelushealth,google user,terrible unable make an appointment i dont have doctor site useless big waste time effort bc health care worst its been year still same problems booking appointments plus not all my previous prescription information showing up i am being patient but not having doctor or able get into clinic i have use app,one
combabylontelushealth,google user,i downloaded app signed up they didnt send me any code i got an email from them but there was no code there,two
combabylontelushealth,google user,i downloaded app there was no option book an appointment doctor not sure what im missing,one
combabylontelushealth,google user,got quick appt lovely doctor who was sympathetic able help i experienced no glitches app worked perfect me,five
combabylontelushealth,google user,app was best but now worst its so overwhelmed they havent had free appointment time i could get six months nothings been done add doctors or limit new users once reached their capacity back being doctorless yay canada,one
combabylontelushealth,google user,there are never any open appointments app exists harvest your data also why isnt government app why do i need 3rd party apps find doctor fake country,one
combabylontelushealth,google user,easy navigate sleek love app,five
combabylontelushealth,google user,hopeless all you see months out there are no appointments available,one
combabylontelushealth,google user,i have tried nine months get save foods pharmacy sooke road colwood victoria added list pharmacies select appears there if i search but not linked each time i have phone get someone fax prescription do better,one
combabylontelushealth,google user,truly life changing have good doctor most telus doctors weve seen have been great get regular family doctor you have apply get attached telus clinic from there you can connect doctor you like ours amazing if you are not attached clinic can be difficult get virtual appointment but keep trying,five
combabylontelushealth,google user,app has become all but useless you can you never get an appointment,one
combabylontelushealth,google user,impossible delete account or get help update profile,one
combabylontelushealth,google user,phone gets quite warm during calls pixel six pro i get warnings about charges if i cancel but then when thr doctor cancels there no consideration me,one
combabylontelushealth,google user,poor,one
combabylontelushealth,google user,i dont have any options am i doing something wrong,one
combabylontelushealth,google user,can be hard connect over phone,three
combabylontelushealth,google user,super,five
combabylontelushealth,google user,doctors never available,one
combabylontelushealth,google user,one millions canadians no family doctor i am so thankful service i first used year ago but not since then because there were never any available appointments i had lost hope last resort i uninstalled reinstalled app few days ago suddenly there were several available appointments within next few days doctor i just spoke was absolutely amazing i am so thankful five stars,five
combabylontelushealth,google user,dont waste your time you have go through entire registration process uploading documents pictures only eventually get point where you need book an appointment from there you have tap one day time just see there are no appointments available book through end their calendar just tell people upfront you are already beyond capacity,one
combabylontelushealth,google user,get ready resubmit same id picture about one hundred times be told over over again id check has failed used be good sucks now,two
combabylontelushealth,google user,verification was difficult took many tries worked after i shaved im not sure if what help or if was unrelated not many appointments available you have keep checking throughout day overall seems fine,four
combabylontelushealth,google user,perfect system great doctors everything you need call prescription sent your local pharmacy doctors notes if needed,five
combabylontelushealth,google user,there are no appointments available there are no appointments available there are no appointments available edit there are no appointments available like clockwork if its beginning or end day no appts doctors i do get always try get me go their private clinics make more money off me,one
combabylontelushealth,google user,im not techyand i found very user friendly very kind dr well,five
combabylontelushealth,google user,useless tried two different date times both times said physician running late then phone after was illegible i was saying hello hello just muffled disconnected inaudible sound other end very disappointing service,one
combabylontelushealth,google user,extremely difficult get an appointment i have been trying consistently months have only once succeeded like others have said you have enter all details about why you need an appointment before app tells you none are available which frustrating pharmacy ships your home but my prescription required signature they didnt even attempt contact me just delivered nearest pharmacy anyways,two
combabylontelushealth,google user,good,five
combabylontelushealth,google user,never get any appointments,one
combabylontelushealth,google user,app buggy has known unresolved issue overheats phones video calls,two
combabylontelushealth,google user,my account doesnt even have book appointment button im very frustrated i downloaded deleted downloaded again but book appointment button doesnt appear its kinda useless without main reason i downloaded app not recommended some help would be appreciated,one
combabylontelushealth,google user,was my first time using app so far its pretty darn good my doctor was great everything went smoothly,five
combabylontelushealth,google user,initially i was able see doctor right away followed up couple days complete documents work now though i cannot book an appointment follow up my new prescription or get refill i check every day no matter how far advance i look there us always no appointments available,three
combabylontelushealth,google user,works occasionally emailed links messages never work,three
combabylontelushealth,google user,went try get an appointment my doctor had two month waiting period consult app also has two month waiting period consult so no point,two
combabylontelushealth,google user,one star because you cant put zero,one
combabylontelushealth,google user,great substitute personal doctor,five
combabylontelushealth,google user,two times ive seen an online doctor both times lab requisition has not shown up life labs making service useless ive waited two weeks lab requisition go through still not showing up,one
combabylontelushealth,google user,reliable enough get an appointment i do wish theyd have an option read more than notification,four
combabylontelushealth,google user,never ever wanted please delete,one
combabylontelushealth,google user,i was looking options like blood pressure monitors heart rate monitors available through my phone app does not have what i need,two
combabylontelushealth,google user,those us dont have family doctor app life saving,five
combabylontelushealth,google user,i had mammogram two thousand twenty-three required followup however no one notified me results were sent telus health i found information out during my two thousand twenty-four mammogram i booked an appointment morning dr hoffman who promptly ended call when she saw i was driving without giving me an opportunity pull over call already one year over due app joke do i have breath cancer am i living breast cancer i guess i will never know because doctor hung up,one
combabylontelushealth,google user,app crashed when i went pick up had rebook ended up being week later sat video chat app today two hours thirty min no one showed up not even sure what say no way contact doctors by simple text i just need know if my cholesterol high or if its good should not be such process,one
combabylontelushealth,google user,there was nothing wrong my phone camera or mic i waited awhile then she hung up appointment never went through,one
combabylontelushealth,google user,dont recommend all if you are concerned about privacy you can lock app but any pictures you upload appointment are attached appointment cant be removed no warning ahead time,one
combabylontelushealth,google user,hate app like hell i connected doctor she couldnt hear or see me all i could hear every single sound she was making her carmusicvoice everything she even called my phone even then i vould hear her but she couldnt call center team have no idea happened me two years back well so now shall i go physician nobody has solution problem,one
combabylontelushealth,google user,something changed theres now plenty appointments overall really great way get access doctors without dealing walk clinics,five
combabylontelushealth,google user,useless app when you get part where you need choose when book an appointment just says no appointment available every day week whats point if theres no doctors even working,one
combabylontelushealth,google user,unclear how use service only thing i see app home page are promotion items how do you access healthcare,two
combabylontelushealth,google user,farah haq best councellor i have worked my life i have someone my side who believes me show me how wonderful i am how hopeful future will be thank you telus,five
combabylontelushealth,google user,great experience would highly recommend,five
combabylontelushealth,google user,while i had one appointment i have never been able make follow up have not been able get prescription app failure there no appointment available even two months ahead time i need prescription cannot obtain one am becoming very sick your app has no support,one
combabylontelushealth,google user,initially experience was amazing doctor i worked was incredible really helped me im not sure whats happened last three or four months but theres never any availability even more than two months out if your database has nothing availability just explain there isnt instead allowing user spend five mins checking every single day calendar complete waste time point,three
combabylontelushealth,google user,such time extreme uncertainty health care app shines beacon hope suddenly ive been facing some health issues first time my life i was unable connect an urgent care centre had lost my family doctor thirty-five years im road answers because telus health thank you creating very real chance find solution my health challenge,five
combabylontelushealth,google user,waste your time would be great if there were appointments available makes you fill out write down your symptoms then when comes selecting date there never appointments available even if you scroll two months ahead,two
combabylontelushealth,google user,app has become useless cause you can book an appointment,one
combabylontelushealth,google user,had four stars but recently its become impossible book an appointment no openings available far ahead booking form allows you look contemplating just deleting app truly disappointment fall from grace,one
combabylontelushealth,google user,cannot get appointments app,two
combabylontelushealth,google user,two thousand twenty-two installed caused my phone ringer ring indefinitely lost my prescription now two thousand twenty-four i try connect there are no drs available even if i look months advance platform still functioning bc,one
combabylontelushealth,google user,no appointments available tried various dates weeks months out should tell you when next available appt so you dont waste your time trying find one which impossible anyway,one
combabylontelushealth,google user,aileen luis rob are absolutely amazing their help going change my quality life through going above beyond connect me unicorn dr im so grateful their help,five
combabylontelushealth,google user,zero appointments family doctor seems like they dont even have one available ever waste time inputting all my info,one
combabylontelushealth,google user,impossible get an appointment complete garbage dont waste your time,one
combabylontelushealth,google user,clears out your appointment details if you follow link within app flip another app moment or refreshes randomly frustrating result sloppy coding,one
combabylontelushealth,google user,first time i have felt like doctor actually listened me years,five
combabylontelushealth,google user,has been some worst medical care ive ever received i have no issue physicians theyve been great issue communication medical support team id been trying get an insurance form filled out weeks got run around conflicting responses about what issue was until finally i was told go an person clinic they could have said weeks ago but theres no respect my time has been incredibly stressful would not recommend,one
combabylontelushealth,google user,despite probably best intentions there are no gp appointments constant stream ads paid services deleting,one
combabylontelushealth,google user,if i could give zero stars i would scam i want my seventy reimbursed,one
combabylontelushealth,google user,cant get appiontment easily nor get my meds when i need,one
combabylontelushealth,google user,literally never any appointments available not entirely sure what app point would change my rating if service actually worked,one
combabylontelushealth,google user,really frustrating not being able find an appointment next two months medication followup healthcare accessibility extended virtual care well,one
combabylontelushealth,google user,buggy when drs are trying join calls not only were they late they couldnt even connect no re attempt connect myself either regular number i guess ill just wait another two weeks see dr,two
combabylontelushealth,google user,never any appointments available,one
combabylontelushealth,google user,useless no family doctor appointments available first month no way jump next available,one
combabylontelushealth,google user,very useless app too many hurdles just sign up most ludicrous being verification youd sooner see doctor walkin clinic than you will get past registration app totally not worth dont bother downloading,one
combabylontelushealth,google user,health practitioners telus health mycare general have been my saving grace totally broken medical system i cant thank them enough all their time energy spent getting me referred specialista further testing,five
combabylontelushealth,google user,was very convenient dr was so understanding my symptoms,five
combabylontelushealth,google user,first time user tried an appointment well into june no appointments available then all way back march gave up moved onto tia health had my requisition within an hour telus health disgrace all fairness maybe im doing something wrong,one
combabylontelushealth,google user,cant get an appointment,one
combabylontelushealth,google user,"i use depend upon app services since i like many us dont have family doctor however i tried today twenty million, two hundred forty thousand, four hundred nineteen make appointment issue only discover there are no available appointments any day or time twelve months checked each everyday all says no appointments available whether female or male doctor so disheartening now my only medical lifeline has been cut thanks",one
combabylontelushealth,google user,until i had drhere app was my saving grace,five
combabylontelushealth,google user,,three
combabylontelushealth,google user,app works appointment but doesnt work trying get your prescription confirm button missing after you select pharmacy,one
combabylontelushealth,google user,cant get an appointment whats point if person cant even book an appointment,one
combabylontelushealth,google user,every doctor ive had has been wonderful there no room improvement,five
combabylontelushealth,google user,pathetic no availability weekends,one
combabylontelushealth,google user,why uk company handling service app seems everyone fine giving up their personal info anyway cant make an appointment app telus less than transparent its limitations more not recommended,one
combabylontelushealth,google user,app works okay but its clear theyre prioritizing looks over function some links bring you out app without warning functions are unclear i really doubt adequate enduser testing was performed or if was recommendations werent used,three
combabylontelushealth,google user,what point service if im sick or my child sickwhy does take three weeks get virtual appointment what waste our resources,one
combabylontelushealth,google user,was service i never knew i needed until now when just getting prescription refill appointment was right schedule no waiting,five
combabylontelushealth,google user,first step doctor via app business actually make appointments fails every time you guys literally have one job fail every time do your investor know how incompetent you guys really are,one
combabylontelushealth,google user,theres no appointments availablelike ever keeps saying come back because they add appointments all time but ive never even seen one,one
combabylontelushealth,google user,honestly much better than trying get into walk clinic edit still better than walkin clinic but when you try two weeks find an appointment cant get one even looking months out well then isnt helpful,two
combabylontelushealth,google user,excellent medical care provided dr tzakas was very professional friendly helpful,five
combabylontelushealth,google user,great service those need medical care,five
combabylontelushealth,google user,no appointments available,one
combabylontelushealth,google user,service does not allow you see doctor if you are resident province but traveling does not allow you see physician when where you are claims long wait waste time very disappointed,one
combabylontelushealth,google user,get phone calls from different provinces no id one would perhaps think scam call when you call telus its an american call dumb way do public business notifications from app do not appear phone either wait over thirty min speak person no answer,two
combabylontelushealth,google user,canadians needs,five
combabylontelushealth,google user,cant book any appointments received message review results but cant get an appointment there glitch app,one
combabylontelushealth,google user,warning looks me app no longer owned by telus who did telus sell canadians personal data who are new app owners how not illegal telus do there are zero appointments available because my opinion new owners already got want they wanted from deal,one
combabylontelushealth,google user,i have checked multiple times day every day over two weeks now there not single appointment available entire year no point using app,one
combabylontelushealth,google user,i dont know what happened app i used recommend everyone i knew because truly was amazing now there zero availability next few months i looked far into future possible was all showing no appointments available has been defunded or something,one
combabylontelushealth,google user,essentially uselesszero appointments available,one
combabylontelushealth,google user,its ok can be hard getting an appointment times though,four
combabylontelushealth,google user,excellent service very professional highly recommended,five
combabylontelushealth,google user,cant even login opens seperate login page browser then takes me back app amd says login infinite loop garbage app made my mental health worse,one
combabylontelushealth,google user,dumb,one
combabylontelushealth,google user,unless life threatening very good service i received,five
combabylontelushealth,google user,zero appointments be found,one
combabylontelushealth,google user,dr should send prescription pharmacy,one
combabylontelushealth,google user,doctors are helpful i am grateful we have available while i wait family doctor,four
combabylontelushealth,google user,telus doctor prescribed me medications cant get them renewed now because its next impossible book virtual appointment opposed what stated new appointments are not opened daily very poor service,one
combabylontelushealth,google user,no more dr available ever,one
combabylontelushealth,google user,no doctors so whats point app,one
combabylontelushealth,google user,im happy have service,five
combabylontelushealth,google user,very good fast efficent,five
combabylontelushealth,google user,super good service easy use app good doctors,five
combabylontelushealth,google user,when i first tried book an appointment said no appointments available then i signed back got an appointment within thirty min fast reliable,five
combabylontelushealth,google user,i am unable take any assessments add information im not seeing point even having app recommended by company i work but im not seeing me having installed long,one
combabylontelushealth,google user,easy convenient perfect uncomplicated appointments,five
combabylontelushealth,google user,use be usable now seems nonfunctional i cant log anymore,one
combabylontelushealth,google user,app wont respond,one
combabylontelushealth,google user,i try see same dr each time never waited more than two days see dr drs are amazingthey listen they help are absolutely amazing much better than sitting line three hrs maybe see dr,five
combabylontelushealth,google user,great experience great doctor,five
combabylontelushealth,google user,make more appointments available please,three
combabylontelushealth,google user,never ever ever has appointments available pc health app had me talking doctor within minutes gave me optimum points doing,one
combabylontelushealth,google user,easy get lost options,two
combabylontelushealth,google user,what point app anymore you need medicine refill theres never ever appointments do better,one
combabylontelushealth,google user,there no where get help if anything goes wrong,one
combabylontelushealth,google user,well its one two things telus health mycare app having problem its either im bkacked balled missing my app or there aint no doctors ither than obes cost money talk them so if its your first time dont miss your app what ever you do if its doctor shortage then you guys ought do us all favor get out medical field please cause your killing people so much stress,one
combabylontelushealth,google user,unable book an appointement,one
combabylontelushealth,google user,my np kirsten was promptthorough attentive throughout,five
combabylontelushealth,google user,not single appointment available three months what waste canadian health care system has become they will help you stick all poisons drugs into your system they can but wont help do anything else gfy,one
combabylontelushealth,google user,i used love app i no longer like you cant ever get an appointment,one
combabylontelushealth,google user,installed app sold my soul corporate devil by turning over my personal information jumped through hoops providing info specific appointment got last step picking an appointment time only find out there are never any times available an appointment such waste time energy,two
combabylontelushealth,google user,went log an appointment kept saying unable connect something went wrong missed my appointment after trying use app twenty minutes no wonder people fall through cracks healthcare system,one
combabylontelushealth,google user,i attempted book an appointment through app took my id data verified but failed either proceed or display an error when i entered my details making impossible advance further,one
combabylontelushealth,google user,waste time,one
combabylontelushealth,google user,horrible theres practically no specialists there there are no available appointments even just nurse practitioner weeks weeks i gave up clearly came gut these systems so they can sell them back us,one
combabylontelushealth,google user,i checked into my appointment was call waiting dr then got notification they couldnt get ahold me appointment was cancelled,one
combabylontelushealth,google user,booked an appointment waited over ninety minutes scheduled appointment time before just giving up canceling tried book another appointment now app shows nothing available all pretty useless,one
